Item,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugars (g),Protein (g),Chain,Protein per 100 Cal,Category,Size
"Catering, Chick-fil-A Iced Tea (1/2 Sweet Tea, 1/2 Unsweet Tea), Gallon",790.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,205.0,0,Chick-Fil-A,0.0,"['Beverage', 'Chicken', 'Combo']",N/A
"Catering, Coffee",0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0,Chick-Fil-A,,['Other'],N/A
"Catering, Honest Kids Apple Juice",35.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,8.0,0,Chick-Fil-A,0.0,['Beverage'],N/A
"Catering, Simply Orange",160.0,0.0,0.0,0.0,0.0,10.0,34.0,0.0,30.0,2,Chick-Fil-A,1.25,['Other'],N/A
"Catering, Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade), Gallon",240.0,1.0,0.0,0.0,0.0,50.0,65.0,1.0,47.0,1,Chick-Fil-A,0.4166666666666667,"['Beverage', 'Combo']",N/A
3 Piece French Toast Sticks,350.0,12.0,2.0,0.0,0.0,220.0,57.0,1.0,27.0,4,Burger King,1.1428571428571428,['Other'],N/A
5 Piece French Toast Sticks,520.0,19.0,4.0,0.0,0.0,350.0,79.0,2.0,33.0,6,Burger King,1.153846153846154,['Other'],N/A
"Bacon, Egg, & Cheese Biscuit",450.0,30.0,14.0,1.0,235.0,1580.0,33.0,1.0,4.0,17,Burger King,3.7777777777777777,['Breakfast'],N/A
"Bacon, Egg, & Cheese Croissan'wich",410.0,25.0,12.0,1.0,260.0,1030.0,31.0,1.0,5.0,18,Burger King,4.390243902439024,['Breakfast'],N/A
"Bacon, Sausage, Egg, & Cheese Biscuit",710.0,53.0,24.0,1.0,290.0,2390.0,35.0,1.0,4.0,29,Burger King,4.084507042253521,['Breakfast'],N/A
"Bacon, Sausage, Egg, & Cheese Croissan'wich",670.0,48.0,22.0,1.0,315.0,1840.0,33.0,1.0,6.0,29,Burger King,4.328358208955224,['Breakfast'],N/A
Breakfast Burrito Jr.,460.0,30.0,11.0,1.0,245.0,1290.0,30.0,2.0,3.0,18,Burger King,3.91304347826087,['Other'],N/A
"Double Sausage, Egg, & Cheese Biscuit",850.0,66.0,29.0,2.0,320.0,2530.0,34.0,1.0,4.0,33,Burger King,3.882352941176471,['Breakfast'],N/A
"Double Sausage, Egg, & Cheese Croissan'wich",880.0,66.0,29.0,2.5,550.0,2200.0,33.0,1.0,5.0,39,Burger King,4.431818181818182,['Breakfast'],N/A
Egg & Cheese Biscuit,410.0,27.0,13.0,0.5,225.0,1410.0,33.0,1.0,4.0,14,Burger King,3.414634146341464,['Breakfast'],N/A
Egg & Cheese Croissan'wich,370.0,22.0,11.0,1.0,250.0,870.0,31.0,1.0,5.0,15,Burger King,4.054054054054054,['Breakfast'],N/A
Egg-Normous Burrito,830.0,46.0,17.0,1.5,450.0,2060.0,69.0,4.0,4.0,35,Burger King,4.216867469879518,['Breakfast'],N/A
Fully Loaded Biscuit,640.0,44.0,20.0,1.0,285.0,2340.0,34.0,1.0,4.0,31,Burger King,4.84375,['Other'],N/A
Fully Loaded Croissan'wich,710.0,49.0,22.0,1.0,330.0,2240.0,34.0,1.0,6.0,35,Burger King,4.929577464788732,['Other'],N/A
"Ham, Egg, & Cheese Biscuit",450.0,27.0,13.0,1.0,245.0,1820.0,34.0,1.0,4.0,21,Burger King,4.666666666666667,['Breakfast'],N/A
"Ham, Egg, & Cheese Croissan'wich",410.0,23.0,11.0,1.0,265.0,1270.0,32.0,1.0,6.0,21,Burger King,5.121951219512195,['Breakfast'],N/A
"Hash Browns, Large",740.0,48.0,9.0,0.0,0.0,2040.0,75.0,6.0,1.0,6,Burger King,0.8108108108108109,['Breakfast'],Large
"Hash Browns, Medium",540.0,34.0,7.0,0.0,0.0,1480.0,54.0,5.0,0.0,4,Burger King,0.7407407407407408,['Breakfast'],Medium
"Hash Browns, Small",290.0,19.0,3.5,0.0,0.0,840.0,29.0,2.0,0.0,2,Burger King,0.6896551724137931,['Breakfast'],Small
Pancake & Sausage Platter,620.0,29.0,9.0,0.0,75.0,1080.0,79.0,1.0,36.0,13,Burger King,2.0967741935483875,['Other'],N/A
Pancake Platter,440.0,12.0,3.0,0.0,40.0,640.0,79.0,1.0,36.0,5,Burger King,1.1363636363636365,['Other'],N/A
"Sausage, Egg, & Cheese Biscuit",590.0,43.0,19.0,1.0,260.0,1790.0,33.0,1.0,4.0,22,Burger King,3.728813559322034,['Breakfast'],N/A
"Sausage, Egg, & Cheese Croissan'wich",550.0,38.0,17.0,1.0,285.0,1240.0,31.0,1.0,5.0,22,Burger King,4.0,['Breakfast'],N/A
Sausage Biscuit,430.0,30.0,13.0,0.0,35.0,1150.0,30.0,1.0,2.0,11,Burger King,2.558139534883721,['Other'],N/A
Bacon Cheeseburger,340.0,16.0,7.0,0.0,45.0,940.0,31.0,1.0,7.0,18,Burger King,5.294117647058823,"['Burger', 'Breakfast']",N/A
Bacon Double Cheeseburger,440.0,24.0,11.0,0.5,75.0,970.0,32.0,1.0,8.0,27,Burger King,6.136363636363637,"['Burger', 'Breakfast']",N/A
BBQ Bacon Whopper Jr.,390.0,24.0,7.0,0.0,50.0,730.0,33.0,2.0,9.0,18,Burger King,4.615384615384616,['Breakfast'],N/A
Cheeseburger,290.0,13.0,6.0,0.0,40.0,780.0,31.0,1.0,7.0,15,Burger King,5.172413793103448,['Burger'],N/A
Double Cheeseburger,400.0,21.0,9.0,0.5,70.0,810.0,32.0,1.0,8.0,24,Burger King,6.0,['Burger'],N/A
Double Whopper,920.0,60.0,20.0,0.5,150.0,1240.0,54.0,3.0,14.0,53,Burger King,5.760869565217392,['Other'],N/A
Hamburger,250.0,10.0,4.0,0.0,30.0,560.0,29.0,1.0,7.0,13,Burger King,5.2,['Burger'],N/A
Impossible Whopper,630.0,34.0,10.0,0.0,15.0,1350.0,62.0,6.0,14.0,29,Burger King,4.603174603174604,['Other'],N/A
Rodeo Burger,340.0,13.0,4.5,0.0,35.0,500.0,41.0,2.0,10.0,16,Burger King,4.705882352941177,['Burger'],N/A
Rodeo Cheeseburger,380.0,17.0,7.0,0.0,45.0,700.0,42.0,2.0,10.0,17,Burger King,4.473684210526316,['Burger'],N/A
Steakhouse Bacon Whopper,890.0,53.0,19.0,1.0,130.0,1750.0,66.0,6.0,16.0,45,Burger King,5.056179775280898,"['Beverage', 'Breakfast']",N/A
Whopper,670.0,41.0,12.0,0.0,85.0,1170.0,54.0,3.0,14.0,32,Burger King,4.776119402985075,['Other'],N/A
Whopper Jr.,330.0,19.0,5.0,0.0,35.0,560.0,30.0,2.0,7.0,15,Burger King,4.545454545454546,['Other'],N/A
Whopper Jr. with Bacon,380.0,24.0,7.0,0.0,50.0,730.0,30.0,2.0,7.0,19,Burger King,5.0,['Breakfast'],N/A
Whopper Jr. with Bacon & Cheese,420.0,27.0,9.0,0.0,60.0,950.0,32.0,2.0,9.0,20,Burger King,4.761904761904762,['Breakfast'],N/A
Whopper Jr. with Cheese,380.0,24.0,8.0,0.0,50.0,780.0,31.0,2.0,9.0,17,Burger King,4.473684210526316,['Other'],N/A
Whopper with Bacon,750.0,49.0,13.0,1.0,100.0,1430.0,55.0,3.0,14.0,38,Burger King,5.066666666666666,['Breakfast'],N/A
Whopper with Bacon & Cheese,820.0,53.0,18.0,1.0,115.0,1850.0,58.0,3.0,16.0,41,Burger King,5.0,['Breakfast'],N/A
Whopper with Cheese,770.0,51.0,15.0,1.5,110.0,1610.0,58.0,3.0,15.0,37,Burger King,4.805194805194805,['Other'],N/A
Bacon and Swiss Royal Crispy Chicken,740.0,45.0,11.0,0.0,110.0,1920.0,56.0,4.0,11.0,39,Burger King,5.27027027027027,"['Chicken', 'Breakfast']",N/A
Big Fish,570.0,30.0,5.0,0.0,50.0,1270.0,58.0,3.0,8.0,19,Burger King,3.3333333333333335,['Other'],N/A
"Chicken Fries, 4 Piece",110.0,6.0,1.5,0.0,20.0,330.0,8.0,0.0,0.0,7,Burger King,6.363636363636363,"['Chicken', 'Side']",N/A
"Chicken Fries, 8 Piece",220.0,12.0,2.5,0.0,40.0,680.0,16.0,1.0,0.0,13,Burger King,5.909090909090909,"['Chicken', 'Side']",N/A
"Chicken Fries, 12 Piece",340.0,18.0,4.0,0.0,60.0,1030.0,25.0,1.0,0.0,20,Burger King,5.88235294117647,"['Chicken', 'Side', 'Combo']",N/A
Chicken Jr.,440.0,27.0,5.0,0.0,40.0,700.0,39.0,2.0,5.0,13,Burger King,2.9545454545454546,['Chicken'],N/A
"Chicken Nuggets, 4 Piece",190.0,12.0,2.5,0.0,30.0,490.0,12.0,1.0,0.0,9,Burger King,4.736842105263158,['Chicken'],N/A
"Chicken Nuggets, 8 Piece",390.0,25.0,5.0,0.0,55.0,990.0,23.0,2.0,0.0,18,Burger King,4.615384615384616,['Chicken'],N/A
"Chicken Nuggets, 16 Piece",770.0,49.0,10.0,0.0,110.0,1980.0,45.0,3.0,0.0,37,Burger King,4.805194805194805,"['Chicken', 'Combo']",N/A
Fiery Big Fish,730.0,46.0,8.0,0.0,55.0,1530.0,61.0,3.0,11.0,19,Burger King,2.6027397260273974,['Other'],N/A
"Fiery Chicken Fries, 4 Piece",130.0,8.0,1.0,0.0,15.0,410.0,9.0,0.0,0.0,6,Burger King,4.615384615384616,"['Chicken', 'Side']",N/A
"Fiery Chicken Fries, 8 Piece",260.0,16.0,3.0,0.0,30.0,810.0,18.0,1.0,0.0,12,Burger King,4.615384615384616,"['Chicken', 'Side']",N/A
"Fiery Chicken Fries, 12 Piece",400.0,24.0,4.0,0.0,50.0,1220.0,26.0,1.0,0.0,18,Burger King,4.5,"['Chicken', 'Side', 'Combo']",N/A
Fiery Royal Crispy Chicken,760.0,49.0,8.0,0.0,80.0,1580.0,58.0,4.0,12.0,31,Burger King,4.078947368421053,['Chicken'],N/A
Fiery Royal Crispy Wrap,390.0,25.0,5.0,0.0,40.0,920.0,30.0,5.0,3.0,15,Burger King,3.8461538461538463,['Wrap'],N/A
Honey Mustard Royal Crispy Wrap,290.0,14.0,3.0,0.0,35.0,790.0,30.0,4.0,5.0,15,Burger King,5.172413793103448,['Wrap'],N/A
Original Chicken Sandwich,680.0,39.0,7.0,0.0,65.0,1380.0,63.0,3.0,8.0,23,Burger King,3.3823529411764706,['Chicken'],N/A
Royal Crispy Chicken,600.0,33.0,5.0,0.0,80.0,1330.0,54.0,4.0,10.0,31,Burger King,5.166666666666667,['Chicken'],N/A
Royal Crispy Wrap,310.0,17.0,3.0,0.0,40.0,790.0,28.0,4.0,2.0,15,Burger King,4.838709677419355,['Wrap'],N/A
20oz Bottle Coca-Cola,240.0,0.0,0.0,0.0,0.0,75.0,65.0,0.0,65.0,0,Burger King,0.0,['Combo'],N/A
20oz Bottle Diet Coke,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0,Burger King,,"['Beverage', 'Combo']",N/A
20oz Bottle Sprite,230.0,0.0,0.0,0.0,0.0,110.0,64.0,0.0,63.0,0,Burger King,0.0,['Combo'],N/A
"Barq's Root Beer, Large",460.0,0.0,0.0,0.0,0.0,110.0,126.0,0.0,126.0,0,Burger King,0.0,['Other'],Large
"Barq's Root Beer, Medium",360.0,0.0,0.0,0.0,0.0,85.0,97.0,0.0,97.0,0,Burger King,0.0,['Other'],Medium
"Barqs Root Beer, Small",240.0,0.0,0.0,0.0,0.0,55.0,65.0,0.0,65.0,0,Burger King,0.0,['Other'],Small
"Barqs Root Beer, Value",190.0,0.0,0.0,0.0,0.0,45.0,51.0,0.0,50.0,0,Burger King,0.0,['Other'],N/A
"Coca-Cola, Large",430.0,0.0,0.0,0.0,0.0,105.0,116.0,0.0,116.0,0,Burger King,0.0,['Other'],Large
"Coca-Cola, Medium",330.0,0.0,0.0,0.0,0.0,80.0,90.0,0.0,90.0,0,Burger King,0.0,['Other'],Medium
"Coca-Cola, Small",220.0,0.0,0.0,0.0,0.0,55.0,60.0,0.0,60.0,0,Burger King,0.0,['Other'],Small
"Coca-Cola, Value",170.0,0.0,0.0,0.0,0.0,40.0,47.0,0.0,47.0,0,Burger King,0.0,['Other'],N/A
"Coca-Cola Zero, Large",0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0,Burger King,,['Other'],Large
"Coca-Cola Zero, Medium",0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0,Burger King,,['Other'],Medium
"Coca-Cola Zero, Small",0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,Burger King,,['Other'],Small
"Coca-Cola Zero, Value",0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,Burger King,,['Other'],N/A
"Diet Barq's Root Beer, Large",0.0,0.0,0.0,0.0,0.0,115.0,1.0,0.0,0.0,0,Burger King,,['Beverage'],Large
"Diet Barq's Root Beer, Medium",0.0,0.0,0.0,0.0,0.0,90.0,1.0,0.0,0.0,0,Burger King,,['Beverage'],Medium
"Diet Barqs Root Beer, Small",0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,Burger King,,['Beverage'],Small
"Diet Barqs Root Beer, Value",0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,Burger King,,['Beverage'],N/A
"Diet Coke, Large",0.0,0.0,0.0,0.0,0.0,110.0,1.0,0.0,0.0,0,Burger King,,['Beverage'],Large
"Diet Coke, Medium",0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0,Burger King,,['Beverage'],Medium
"Diet Coke, Small",0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0,Burger King,,['Beverage'],Small
"Diet Coke, Value",0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,Burger King,,['Beverage'],N/A
"Dr Pepper, Large",410.0,0.0,0.0,0.0,0.0,110.0,109.0,0.0,108.0,0,Burger King,0.0,['Other'],Large
"Dr Pepper, Medium",320.0,0.0,0.0,0.0,0.0,100.0,88.0,0.0,86.0,0,Burger King,0.0,['Other'],Medium
"Dr Pepper, Small",220.0,0.0,0.0,0.0,0.0,65.0,59.0,0.0,57.0,0,Burger King,0.0,['Other'],Small
"Dr Pepper, Value",170.0,0.0,0.0,0.0,0.0,50.0,46.0,0.0,45.0,0,Burger King,0.0,['Other'],N/A
"Fanta Orange, Large",450.0,0.0,0.0,0.0,0.0,105.0,122.0,0.0,122.0,0,Burger King,0.0,['Other'],Large
"Fanta Orange, Medium",350.0,0.0,0.0,0.0,0.0,85.0,94.0,0.0,94.0,0,Burger King,0.0,['Other'],Medium
"Fanta Orange, Small",230.0,0.0,0.0,0.0,0.0,55.0,63.0,0.0,63.0,0,Burger King,0.0,['Other'],Small
"Fanta Orange, Value",180.0,0.0,0.0,0.0,0.0,45.0,49.0,0.0,49.0,0,Burger King,0.0,['Other'],N/A
Fat Free Milk,90.0,0.0,0.0,0.0,,125.0,13.0,0.0,12.0,9,Burger King,10.0,['Other'],N/A
"Frozen Coke, Large",230.0,0.0,0.0,0.0,0.0,95.0,63.0,0.0,63.0,0,Burger King,0.0,['Other'],Large
"Frozen Coke, Medium",160.0,0.0,0.0,0.0,0.0,65.0,44.0,0.0,44.0,0,Burger King,0.0,['Other'],Medium
"Frozen Coke, Small",130.0,0.0,0.0,0.0,0.0,50.0,35.0,0.0,35.0,0,Burger King,0.0,['Other'],Small
"Frozen Fanta Blue Raspberry, Large",230.0,0.0,0.0,0.0,0.0,110.0,62.0,0.0,62.0,0,Burger King,0.0,['Other'],Large
"Frozen Fanta Blue Raspberry, Medium",160.0,0.0,0.0,0.0,0.0,75.0,43.0,0.0,43.0,0,Burger King,0.0,['Other'],Medium
"Frozen Fanta Blue Raspberry, Small",130.0,0.0,0.0,0.0,0.0,60.0,34.0,0.0,34.0,0,Burger King,0.0,['Other'],Small
"Frozen Fanta Wild Cherry, Large",230.0,0.0,0.0,0.0,0.0,115.0,62.0,0.0,62.0,0,Burger King,0.0,['Other'],Large
"Frozen Fanta Wild Cherry, Medium",160.0,0.0,0.0,0.0,0.0,80.0,43.0,0.0,43.0,0,Burger King,0.0,['Other'],Medium
"Frozen Fanta Wild Cherry, Small",130.0,0.0,0.0,0.0,0.0,60.0,34.0,0.0,34.0,0,Burger King,0.0,['Other'],Small
"Frozen Pink Lemonade, Large",170.0,0.0,0.0,0.0,0.0,135.0,43.0,0.0,43.0,0,Burger King,0.0,['Beverage'],Large
"Frozen Pink Lemonade, Medium",140.0,0.0,0.0,0.0,0.0,105.0,35.0,0.0,35.0,0,Burger King,0.0,['Beverage'],Medium
"Frozen Pink Lemonade, Small",100.0,0.0,0.0,0.0,0.0,80.0,26.0,0.0,26.0,0,Burger King,0.0,['Beverage'],Small
"Hi-C Fruit Punch, Large",490.0,0.0,0.0,0.0,0.0,105.0,123.0,0.0,122.0,0,Burger King,0.0,['Other'],Large
"Hi-C Fruit Punch, Medium",380.0,0.0,0.0,0.0,0.0,80.0,95.0,0.0,94.0,0,Burger King,0.0,['Other'],Medium
"Hi-C Fruit Punch, Small",250.0,0.0,0.0,0.0,0.0,55.0,63.0,0.0,63.0,0,Burger King,0.0,['Other'],Small
"Hi-C Fruit Punch, Value",200.0,0.0,0.0,0.0,0.0,40.0,49.0,0.0,49.0,0,Burger King,0.0,['Other'],N/A
"Hi-C Pink Lemonade, Large",430.0,0.0,0.0,0.0,0.0,310.0,112.0,0.0,112.0,0,Burger King,0.0,['Beverage'],Large
"Hi-C Pink Lemonade, Medium",330.0,0.0,0.0,0.0,0.0,240.0,87.0,0.0,86.0,0,Burger King,0.0,['Beverage'],Medium
"Hi-C Pink Lemonade, Small",220.0,0.0,0.0,0.0,0.0,160.0,58.0,0.0,58.0,0,Burger King,0.0,['Beverage'],Small
"Hi-C Pink Lemonade, Value",170.0,0.0,0.0,0.0,0.0,125.0,45.0,0.0,45.0,0,Burger King,0.0,['Beverage'],N/A
Honest Kids Apple Juice Drink,35.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,8.0,0,Burger King,0.0,['Beverage'],N/A
"Mello Yello, Large",370.0,0.0,0.0,0.0,0.0,110.0,100.0,0.0,100.0,0,Burger King,0.0,['Other'],Large
"Mello Yello, Medium",290.0,0.0,0.0,0.0,0.0,85.0,77.0,0.0,77.0,0,Burger King,0.0,['Other'],Medium
"Mello Yello, Small",190.0,0.0,0.0,0.0,0.0,55.0,52.0,0.0,51.0,0,Burger King,0.0,['Other'],Small
"Mello Yello, Value",170.0,0.0,0.0,0.0,0.0,50.0,46.0,0.0,46.0,0,Burger King,0.0,['Other'],N/A
"Minute Maid Lemonade, Large",380.0,0.0,0.0,0.0,0.0,95.0,101.0,0.0,101.0,0,Burger King,0.0,['Beverage'],Large
"Minute Maid Lemonade, Medium",260.0,0.0,0.0,0.0,0.0,60.0,67.0,0.0,67.0,0,Burger King,0.0,['Beverage'],Medium
"Minute Maid Lemonade, Small",200.0,0.0,0.0,0.0,0.0,50.0,54.0,0.0,54.0,0,Burger King,0.0,['Beverage'],Small
"Mocha Iced Coffee, Large",300.0,13.0,7.0,0.0,40.0,70.0,45.0,2.0,41.0,3,Burger King,1.0,['Beverage'],Large
"Mocha Iced Coffee, Medium",240.0,10.0,6.0,0.0,30.0,55.0,35.0,1.0,32.0,2,Burger King,0.8333333333333334,['Beverage'],Medium
"Mocha Iced Coffee Small, Small",180.0,8.0,4.0,0.0,25.0,40.0,27.0,1.0,25.0,2,Burger King,1.1111111111111112,['Beverage'],Small
"Plain Iced Coffee, Large",250.0,13.0,7.0,0.0,40.0,50.0,34.0,0.0,34.0,2,Burger King,0.8,['Beverage'],Large
"Plain Iced Coffee, Medium",200.0,10.0,5.0,0.0,30.0,40.0,27.0,0.0,27.0,2,Burger King,1.0,['Beverage'],Medium
"Plain Iced Coffee Small, Small",150.0,8.0,4.0,0.0,25.0,30.0,21.0,0.0,21.0,1,Burger King,0.6666666666666667,['Beverage'],Small
"Powerade Zero, Large",20.0,0.0,0.0,0.0,0.0,330.0,3.0,0.0,0.0,0,Burger King,0.0,['Other'],Large
"Powerade Zero, Medium",15.0,0.0,0.0,0.0,0.0,260.0,2.0,0.0,0.0,0,Burger King,0.0,['Other'],Medium
"Powerade Zero, Small",10.0,0.0,0.0,0.0,0.0,170.0,1.0,0.0,0.0,0,Burger King,0.0,['Other'],Small
"Powerade Zero, Value",5.0,0.0,0.0,0.0,0.0,135.0,1.0,0.0,0.0,0,Burger King,0.0,['Other'],N/A
Simply Orange Juice,160.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,33.0,2,Burger King,1.25,['Beverage'],N/A
"Sprite, Large",400.0,0.0,0.0,0.0,0.0,105.0,106.0,0.0,106.0,0,Burger King,0.0,['Other'],Large
"Sprite, Medium",310.0,0.0,0.0,0.0,0.0,80.0,82.0,0.0,82.0,0,Burger King,0.0,['Other'],Medium
"Sprite, Small",210.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,55.0,0,Burger King,0.0,['Other'],Small
"Sprite, Value",160.0,0.0,0.0,0.0,0.0,45.0,42.0,0.0,42.0,0,Burger King,0.0,['Other'],N/A
"Sprite Zero, Large",15.0,0.0,0.0,0.0,0.0,115.0,1.0,0.0,0.0,0,Burger King,0.0,['Other'],Large
"Sprite Zero, Medium",10.0,0.0,0.0,0.0,0.0,85.0,1.0,0.0,0.0,0,Burger King,0.0,['Other'],Medium
"Sprite Zero, Small",10.0,0.0,0.0,0.0,0.0,60.0,55.0,0.0,55.0,0,Burger King,0.0,['Other'],Small
"Sprite Zero, Value",5.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0,Burger King,0.0,['Other'],N/A
"Sweetened Iced Tea, Large",240.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,71.0,0,Burger King,0.0,['Beverage'],Large
"Sweetened Iced Tea, Medium",160.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0,Burger King,0.0,['Beverage'],Medium
"Sweetened Iced Tea, Small",120.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0,Burger King,0.0,['Beverage'],Small
"Sweetened Iced Tea, Value",90.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0,Burger King,0.0,['Beverage'],N/A
"Vanilla Iced Coffee, Large",260.0,13.0,7.0,0.0,40.0,50.0,34.0,0.0,34.0,2,Burger King,0.7692307692307693,['Beverage'],Large
"Vanilla Iced Coffee, Medium",200.0,10.0,5.0,0.0,30.0,40.0,27.0,0.0,27.0,2,Burger King,1.0,['Beverage'],Medium
"Vanilla Iced Coffee, Small",150.0,8.0,4.0,0.0,25.0,30.0,21.0,0.0,21.0,1,Burger King,0.6666666666666667,['Beverage'],Small
"Cheesy Tots, 4 Piece",150.0,6.0,2.0,0.0,,510.0,20.0,1.0,0.0,4,Burger King,2.666666666666667,['Other'],N/A
"Cheesy Tots, 8 Piecce",300.0,12.0,3.5,0.0,10.0,1010.0,39.0,2.0,0.0,7,Burger King,2.3333333333333335,['Other'],N/A
"French Fries, Large",440.0,19.0,3.0,0.0,0.0,320.0,64.0,5.0,1.0,5,Burger King,1.1363636363636365,['Side'],Large
"French Fries, Medium",370.0,16.0,2.0,0.0,0.0,270.0,54.0,4.0,1.0,5,Burger King,1.3513513513513513,['Side'],Medium
"French Fries, Small",300.0,13.0,2.0,0.0,0.0,220.0,43.0,3.0,1.0,4,Burger King,1.3333333333333335,['Side'],Small
"French Fries, Value",230.0,10.0,1.0,0.0,0.0,170.0,33.0,2.0,1.0,3,Burger King,1.3043478260869565,['Side'],N/A
"Have-sies, Large",510.0,22.0,3.5,0.0,0.0,910.0,71.0,6.0,4.0,6,Burger King,1.1764705882352942,['Other'],Large
"Have-sies, Medium",380.0,17.0,2.5,0.0,0.0,690.0,54.0,5.0,3.0,5,Burger King,1.3157894736842104,['Other'],Medium
"Have-sies, Small",320.0,14.0,2.0,0.0,0.0,580.0,45.0,4.0,3.0,4,Burger King,1.25,['Other'],Small
"Have-sies, Value",220.0,10.0,1.5,0.0,0.0,400.0,31.0,3.0,2.0,3,Burger King,1.3636363636363635,['Other'],N/A
"Jalapeno Cheddar Bites, 4 Piece",170.0,9.0,3.5,0.0,15.0,450.0,18.0,1.0,1.0,5,Burger King,2.941176470588235,['Other'],N/A
"Jalapeno Cheddar Bites, 8 Piece",340.0,18.0,7.0,0.0,25.0,910.0,36.0,3.0,2.0,10,Burger King,2.941176470588235,['Other'],N/A
Mott's Applesauce,50.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,11.0,0,Burger King,0.0,['Side'],N/A
"Mozzarella Fries, 4 Piece",240.0,12.0,4.0,0.0,20.0,790.0,24.0,1.0,2.0,10,Burger King,4.166666666666666,['Side'],N/A
"Mozzarella Fries, 8 Piece",510.0,25.0,8.0,1.0,40.0,2010.0,55.0,3.0,8.0,23,Burger King,4.509803921568627,['Side'],N/A
"Mozzarella Fries, 12 Piece",730.0,36.0,13.0,1.0,60.0,2350.0,71.0,3.0,5.0,29,Burger King,3.9726027397260277,"['Side', 'Combo']",N/A
"Onion Rings, Large",520.0,24.0,4.0,0.0,0.0,950.0,70.0,7.0,7.0,7,Burger King,1.3461538461538463,['Other'],Large
"Onion Rings, Medium",360.0,16.0,2.5,0.0,0.0,640.0,48.0,5.0,5.0,4,Burger King,1.1111111111111112,['Other'],Medium
"Onion Rings, Small",280.0,13.0,2.0,0.0,0.0,510.0,37.0,4.0,4.0,4,Burger King,1.4285714285714286,['Other'],Small
"Onion Rings, Value",200.0,9.0,1.5,0.0,0.0,370.0,27.0,3.0,3.0,3,Burger King,1.5,['Other'],N/A
Chocolate Chip Cookies,160.0,8.0,4.0,0.0,10.0,110.0,23.0,,14.0,2,Burger King,1.25,['Dessert'],N/A
Chocolate Oreo Shake,670.0,17.0,10.0,0.5,55.0,470.0,116.0,2.0,91.0,13,Burger King,1.9402985074626864,['Dessert'],N/A
Chocolate Shake,590.0,14.0,9.0,0.5,55.0,420.0,103.0,1.0,84.0,13,Burger King,2.2033898305084745,['Dessert'],N/A
"Churro Fries, 4 Piece",190.0,7.0,3.0,0.0,10.0,150.0,31.0,0.0,13.0,2,Burger King,1.0526315789473684,['Side'],N/A
"Churro Fries, 8 Piece",300.0,14.0,5.0,0.0,20.0,280.0,43.0,1.0,13.0,3,Burger King,1.0,['Side'],N/A
"Churro Fries, 12 Piece",490.0,20.0,8.0,0.0,30.0,430.0,75.0,1.0,26.0,4,Burger King,0.8163265306122449,"['Side', 'Combo']",N/A
Classic Oreo Shake,640.0,17.0,10.0,0.5,55.0,460.0,109.0,1.0,86.0,13,Burger King,2.03125,['Other'],N/A
Hershey's Sundae Pie,310.0,18.0,12.0,0.0,10.0,230.0,32.0,1.0,22.0,3,Burger King,0.967741935483871,['Other'],N/A
Soft Serve Cone,200.0,5.0,3.5,0.0,20.0,150.0,33.0,0.0,22.0,5,Burger King,2.5,['Other'],N/A
Soft Serve Cup,180.0,5.0,3.5,0.0,20.0,150.0,28.0,0.0,22.0,4,Burger King,2.2222222222222223,['Other'],N/A
Strawberry Shake,610.0,14.0,9.0,0.0,55.0,420.0,110.0,1.0,92.0,12,Burger King,1.9672131147540985,['Other'],N/A
Vanilla Shake,560.0,14.0,9.0,0.5,55.0,400.0,96.0,0.0,79.0,12,Burger King,2.142857142857143,['Other'],N/A
Apple Pie Poppers,80.0,5.0,1.5,0.0,0.0,55.0,9.0,1.0,3.0,0,Kfc,0.0,['Other'],N/A
Cherry Pie Poppers,70.0,4.5,0.0,0.0,0.0,40.0,7.0,0.0,2.0,0,Kfc,0.0,['Other'],N/A
