Item,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugars (g),Protein (g),Chain,Protein per 100 Cal,Category,Size
Tropicana® Pink Lemonade (16 fl oz),210.0,0.0,0.0,0.0,0.0,210.0,53.0,0.0,53.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Tropicana® Pink Lemonade (20 fl oz),260.0,0.0,0.0,0.0,0.0,260.0,67.0,0.0,67.0,0,Kfc,0.0,"['Beverage', 'Combo']",N/A
Tropicana® Pink Lemonade (30 fl oz),390.0,0.0,0.0,0.0,0.0,390.0,100.0,0.0,100.0,0,Kfc,0.0,['Beverage'],N/A
Tropicana® Twister® Orange (12 fl oz),170.0,0.0,0.0,0.0,0.0,35.0,46.0,0.0,46.0,0,Kfc,0.0,['Combo'],N/A
Tropicana® Twister® Orange (16 fl oz),230.0,0.0,0.0,0.0,0.0,50.0,61.0,0.0,61.0,0,Kfc,0.0,['Combo'],N/A
Tropicana® Twister® Orange (20 fl oz),290.0,0.0,0.0,0.0,0.0,60.0,76.0,0.0,76.0,0,Kfc,0.0,['Combo'],N/A
Tropicana® Twister® Orange (30 fl oz),430.0,0.0,0.0,0.0,0.0,90.0,115.0,0.0,114.0,0,Kfc,0.0,['Other'],N/A
Wild Cherry Pepsi® (12 fl oz),160.0,0.0,0.0,0.0,0.0,30.0,42.0,0.0,42.0,0,Kfc,0.0,['Combo'],N/A
Wild Cherry Pepsi® (16 fl oz),210.0,0.0,0.0,0.0,0.0,40.0,56.0,0.0,56.0,0,Kfc,0.0,['Combo'],N/A
Wild Cherry Pepsi® (20 fl oz),260.0,0.0,0.0,0.0,0.0,50.0,70.0,0.0,70.0,0,Kfc,0.0,['Combo'],N/A
Wild Cherry Pepsi® (30 fl oz),390.0,0.0,0.0,0.0,0.0,80.0,105.0,0.0,105.0,0,Kfc,0.0,['Other'],N/A
Country Fried Steak without Peppered White Gravy,360.0,24.0,7.0,1.0,35.0,750.0,22.0,2.0,0.0,0,Kfc,0.0,['Beverage'],N/A
Country Fried Steak with Peppered White Gravy,390.0,26.0,7.0,1.0,35.0,910.0,26.0,2.0,0.0,0,Kfc,0.0,['Beverage'],N/A
KFC® Gizzards,300.0,16.0,2.0,0.0,210.0,770.0,18.0,,0.0,0,Kfc,0.0,['Other'],N/A
KFC® Livers,230.0,13.0,2.5,0.0,285.0,750.0,12.0,0.0,0.0,0,Kfc,0.0,['Other'],N/A
"6"" #1 The Philly",510.0,0.0,25.0,9.0,1.0,85.0,,43.0,2.0,5,Subway,0.9803921568627451,['Combo'],N/A
"6"" #2 The Outlaw",490.0,0.0,22.0,9.0,1.0,90.0,,44.0,2.0,5,Subway,1.0204081632653061,['Combo'],N/A
